Measure,Industry,Region,Quarter,Value,Flags
"Total filled jobs","Public administration and safety","Waikato","Mar-09",6560,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-09",3770,
"Total filled jobs","Public administration and safety","Northland","Mar-09",2450,
"Total filled jobs","Administrative and support services","Otago","Mar-09",4910,
"Total filled jobs","Administrative and support services","Southland","Mar-09",1010,
"Total filled jobs","Administrative and support services","Canterbury","Mar-09",9860,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-08",1560,
"Total filled jobs","Arts and recreation services","Wellington","Mar-08",4940,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-08",660,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-08",1010,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-08",260,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-08",2070,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-08",4300,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-08",1200,
"Total filled jobs","Health care and social assistance","Otago","Mar-08",9720,
"Total filled jobs","Health care and social assistance","Total region","Mar-08",177920,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-08",26420,
"Total filled jobs","Health care and social assistance","Southland","Mar-08",4220,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-08",7820,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-08",10810,
"Total filled jobs","Health care and social assistance","Wellington","Mar-08",20920,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-08",4730,
"Total filled jobs","Health care and social assistance","Auckland","Mar-08",50040,
"Total filled jobs","Health care and social assistance","Waikato","Mar-08",15060,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-08",12220,
"Total filled jobs","Health care and social assistance","Northland","Mar-08",6570,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-08",7300,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-08",2080,
"Total filled jobs","Education and training","Otago","Mar-08",8820,
"Total filled jobs","Education and training","Total region","Mar-08",144870,
"Total filled jobs","Education and training","Southland","Mar-08",2530,
"Total filled jobs","Education and training","Canterbury","Mar-08",17690,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-08",4490,
"Total filled jobs","Education and training","Wellington","Mar-08",18660,
"Total filled jobs","Education and training","Auckland","Mar-08",46350,
"Total filled jobs","Education and training","Bay of Plenty","Mar-08",8660,
"Total filled jobs","Education and training","Hawke's Bay","Mar-08",5540,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-08",9300,
"Total filled jobs","Education and training","Gisborne","Mar-08",1700,
"Total filled jobs","Education and training","Taranaki","Mar-08",3100,
"Total filled jobs","Education and training","Waikato","Mar-08",13480,
"Total filled jobs","Education and training","Northland","Mar-08",4530,
"Total filled jobs","Public administration and safety","Total region","Mar-08",93730,
"Total filled jobs","Public administration and safety","Southland","Mar-08",1440,
"Total filled jobs","Public administration and safety","Canterbury","Mar-08",10770,
"Total filled jobs","Public administration and safety","Otago","Mar-08",3140,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-08",2600,
"Total filled jobs","Public administration and safety","Wellington","Mar-08",26380,
"Total filled jobs","Public administration and safety","Taranaki","Mar-08",1540,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-08",2780,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-08",8060,
"Total filled jobs","Public administration and safety","Gisborne","Mar-08",770,
"Total filled jobs","Public administration and safety","Auckland","Mar-08",23890,
"Total filled jobs","Public administration and safety","Waikato","Mar-08",6100,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-08",3810,
"Total filled jobs","Public administration and safety","Northland","Mar-08",2440,
"Total filled jobs","Administrative and support services","Otago","Mar-08",4830,
"Total filled jobs","Administrative and support services","Southland","Mar-08",930,
"Total filled jobs","Administrative and support services","Canterbury","Mar-08",11000,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-07",1530,
"Total filled jobs","Arts and recreation services","Wellington","Mar-07",4590,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-07",600,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-07",920,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-07",290,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-07",1920,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-07",4170,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-07",1240,
"Total filled jobs","Health care and social assistance","Otago","Mar-07",9550,
"Total filled jobs","Health care and social assistance","Total region","Mar-07",174330,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-07",25850,
"Total filled jobs","Health care and social assistance","Southland","Mar-07",4170,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-07",7940,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-07",11160,
"Total filled jobs","Health care and social assistance","Wellington","Mar-07",20150,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-07",4640,
"Total filled jobs","Health care and social assistance","Auckland","Mar-07",48380,
"Total filled jobs","Health care and social assistance","Waikato","Mar-07",15160,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-07",11590,
"Total filled jobs","Health care and social assistance","Northland","Mar-07",6680,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-07",2090,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-07",6970,
"Total filled jobs","Education and training","Otago","Mar-07",8480,
"Total filled jobs","Education and training","Total region","Mar-07",138620,
"Total filled jobs","Education and training","Southland","Mar-07",2350,
"Total filled jobs","Education and training","Canterbury","Mar-07",16830,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-07",4220,
"Total filled jobs","Education and training","Wellington","Mar-07",17680,
"Total filled jobs","Education and training","Auckland","Mar-07",44620,
"Total filled jobs","Education and training","Bay of Plenty","Mar-07",8010,
"Total filled jobs","Education and training","Hawke's Bay","Mar-07",5220,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-07",9290,
"Total filled jobs","Education and training","Gisborne","Mar-07",1760,
"Total filled jobs","Education and training","Taranaki","Mar-07",3150,
"Total filled jobs","Education and training","Waikato","Mar-07",12650,
"Total filled jobs","Education and training","Northland","Mar-07",4360,
"Total filled jobs","Public administration and safety","Total region","Mar-07",87220,
"Total filled jobs","Public administration and safety","Southland","Mar-07",1320,
"Total filled jobs","Public administration and safety","Canterbury","Mar-07",9980,
"Total filled jobs","Public administration and safety","Otago","Mar-07",2870,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-07",2390,
"Total filled jobs","Public administration and safety","Wellington","Mar-07",24250,
"Total filled jobs","Public administration and safety","Taranaki","Mar-07",1440,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-07",2590,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-07",7850,
"Total filled jobs","Public administration and safety","Gisborne","Mar-07",760,
"Total filled jobs","Public administration and safety","Auckland","Mar-07",22090,
"Total filled jobs","Public administration and safety","Waikato","Mar-07",5700,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-07",3670,
"Total filled jobs","Public administration and safety","Northland","Mar-07",2320,
"Total filled jobs","Administrative and support services","Southland","Mar-07",960,
"Total filled jobs","Administrative and support services","Otago","Mar-07",4460,
"Total filled jobs","Administrative and support services","Canterbury","Mar-07",10230,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-06",1500,
"Total filled jobs","Arts and recreation services","Wellington","Mar-06",4390,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-06",570,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-06",940,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-06",250,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-06",1830,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-06",4130,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-06",1200,
"Total filled jobs","Health care and social assistance","Otago","Mar-06",9690,
"Total filled jobs","Health care and social assistance","Total region","Mar-06",170750,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-06",25210,
"Total filled jobs","Health care and social assistance","Southland","Mar-06",4080,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-06",7670,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-06",11260,
"Total filled jobs","Health care and social assistance","Wellington","Mar-06",20210,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-06",4580,
"Total filled jobs","Health care and social assistance","Auckland","Mar-06",46320,
"Total filled jobs","Health care and social assistance","Waikato","Mar-06",14820,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-06",11520,
"Total filled jobs","Health care and social assistance","Northland","Mar-06",6520,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-06",2070,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-06",6830,
"Total filled jobs","Education and training","Total region","Mar-06",130160,
"Total filled jobs","Education and training","Southland","Mar-06",2160,
"Total filled jobs","Education and training","Canterbury","Mar-06",16680,
"Total filled jobs","Education and training","Otago","Mar-06",8000,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-06",3910,
"Total filled jobs","Education and training","Wellington","Mar-06",16420,
"Total filled jobs","Education and training","Auckland","Mar-06",41410,
"Total filled jobs","Education and training","Bay of Plenty","Mar-06",7270,
"Total filled jobs","Education and training","Hawke's Bay","Mar-06",5020,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-06",8900,
"Total filled jobs","Education and training","Gisborne","Mar-06",1650,
"Total filled jobs","Education and training","Taranaki","Mar-06",2950,
"Total filled jobs","Education and training","Waikato","Mar-06",11920,
"Total filled jobs","Education and training","Northland","Mar-06",3890,
"Total filled jobs","Public administration and safety","Total region","Mar-06",83080,
"Total filled jobs","Public administration and safety","Southland","Mar-06",1340,
"Total filled jobs","Public administration and safety","Canterbury","Mar-06",9410,
"Total filled jobs","Public administration and safety","Otago","Mar-06",2840,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-06",2180,
"Total filled jobs","Public administration and safety","Wellington","Mar-06",22800,
"Total filled jobs","Public administration and safety","Taranaki","Mar-06",1370,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-06",2440,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-06",7720,
"Total filled jobs","Public administration and safety","Gisborne","Mar-06",720,
"Total filled jobs","Public administration and safety","Auckland","Mar-06",21310,
"Total filled jobs","Public administration and safety","Waikato","Mar-06",5380,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-06",3510,
"Total filled jobs","Public administration and safety","Northland","Mar-06",2050,
"Total filled jobs","Administrative and support services","Southland","Mar-06",940,
"Total filled jobs","Administrative and support services","Otago","Mar-06",4450,
"Total filled jobs","Administrative and support services","Canterbury","Mar-06",10220,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-05",1570,
"Total filled jobs","Arts and recreation services","Wellington","Mar-05",4290,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-05",530,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-05",240,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-05",970,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-05",1760,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-05",4090,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-05",1170,
"Total filled jobs","Health care and social assistance","Otago","Mar-05",9790,
"Total filled jobs","Health care and social assistance","Total region","Mar-05",168390,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-05",25060,
"Total filled jobs","Health care and social assistance","Southland","Mar-05",3990,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-05",7650,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-05",10870,
"Total filled jobs","Health care and social assistance","Wellington","Mar-05",19520,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-05",4570,
"Total filled jobs","Health care and social assistance","Auckland","Mar-05",45600,
"Total filled jobs","Health care and social assistance","Waikato","Mar-05",14950,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-05",11370,
"Total filled jobs","Health care and social assistance","Northland","Mar-05",6430,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-05",2000,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-05",6570,
"Total filled jobs","Education and training","Total region","Mar-05",133670,
"Total filled jobs","Education and training","Southland","Mar-05",2110,
"Total filled jobs","Education and training","Canterbury","Mar-05",17060,
"Total filled jobs","Education and training","Otago","Mar-05",8010,
"Total filled jobs","Education and training","Wellington","Mar-05",16730,
"Total filled jobs","Education and training","Auckland","Mar-05",42370,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-05",4040,
"Total filled jobs","Education and training","Bay of Plenty","Mar-05",7560,
"Total filled jobs","Education and training","Hawke's Bay","Mar-05",5100,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-05",9340,
"Total filled jobs","Education and training","Gisborne","Mar-05",1750,
"Total filled jobs","Education and training","Taranaki","Mar-05",3100,
"Total filled jobs","Education and training","Waikato","Mar-05",12520,
"Total filled jobs","Education and training","Northland","Mar-05",3970,
"Total filled jobs","Public administration and safety","Total region","Mar-05",79610,
"Total filled jobs","Public administration and safety","Southland","Mar-05",1370,
"Total filled jobs","Public administration and safety","Canterbury","Mar-05",8980,
"Total filled jobs","Public administration and safety","Otago","Mar-05",2660,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-05",2230,
"Total filled jobs","Public administration and safety","Wellington","Mar-05",21450,
"Total filled jobs","Public administration and safety","Taranaki","Mar-05",1310,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-05",2310,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-05",7410,
"Total filled jobs","Public administration and safety","Gisborne","Mar-05",700,
"Total filled jobs","Public administration and safety","Waikato","Mar-05",5110,
"Total filled jobs","Public administration and safety","Auckland","Mar-05",20870,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-05",3270,
"Total filled jobs","Public administration and safety","Northland","Mar-05",1910,
"Total filled jobs","Administrative and support services","Southland","Mar-05",1120,
"Total filled jobs","Administrative and support services","Otago","Mar-05",4500,
"Total filled jobs","Administrative and support services","Canterbury","Mar-05",11210,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-04",1470,
"Total filled jobs","Arts and recreation services","Wellington","Mar-04",3710,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-04",510,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-04",190,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-04",880,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-04",1620,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-04",3810,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-04",990,
"Total filled jobs","Health care and social assistance","Otago","Mar-04",9480,
"Total filled jobs","Health care and social assistance","Total region","Mar-04",161840,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-04",24510,
"Total filled jobs","Health care and social assistance","Southland","Mar-04",3810,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-04",7210,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-04",10670,
"Total filled jobs","Health care and social assistance","Wellington","Mar-04",18770,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-04",4420,
"Total filled jobs","Health care and social assistance","Auckland","Mar-04",43170,
"Total filled jobs","Health care and social assistance","Waikato","Mar-04",14380,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-04",10930,
"Total filled jobs","Health care and social assistance","Northland","Mar-04",6220,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-04",1910,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-04",6360,
"Total filled jobs","Education and training","Total region","Mar-04",131010,
"Total filled jobs","Education and training","Southland","Mar-04",2420,
"Total filled jobs","Education and training","Canterbury","Mar-04",16740,
"Total filled jobs","Education and training","Otago","Mar-04",7720,
"Total filled jobs","Education and training","Wellington","Mar-04",16310,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-04",3940,
"Total filled jobs","Education and training","Auckland","Mar-04",40930,
"Total filled jobs","Education and training","Bay of Plenty","Mar-04",7300,
"Total filled jobs","Education and training","Hawke's Bay","Mar-04",4950,
"Total filled jobs","Education and training","Gisborne","Mar-04",1690,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-04",9380,
"Total filled jobs","Education and training","Taranaki","Mar-04",3010,
"Total filled jobs","Education and training","Waikato","Mar-04",12530,
"Total filled jobs","Education and training","Northland","Mar-04",4080,
"Total filled jobs","Public administration and safety","Total region","Mar-04",76610,
"Total filled jobs","Public administration and safety","Southland","Mar-04",1410,
"Total filled jobs","Public administration and safety","Canterbury","Mar-04",8810,
"Total filled jobs","Public administration and safety","Otago","Mar-04",2620,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-04",2280,
"Total filled jobs","Public administration and safety","Wellington","Mar-04",20040,
"Total filled jobs","Public administration and safety","Taranaki","Mar-04",1230,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-04",2220,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-04",7100,
"Total filled jobs","Public administration and safety","Gisborne","Mar-04",730,
"Total filled jobs","Public administration and safety","Waikato","Mar-04",4990,
"Total filled jobs","Public administration and safety","Auckland","Mar-04",20270,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-04",3240,
"Total filled jobs","Public administration and safety","Northland","Mar-04",1660,
"Total filled jobs","Administrative and support services","Southland","Mar-04",990,
"Total filled jobs","Administrative and support services","Otago","Mar-04",3880,
"Total filled jobs","Administrative and support services","Canterbury","Mar-04",10450,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-03",1300,
"Total filled jobs","Arts and recreation services","Wellington","Mar-03",3730,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-03",490,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-03",200,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-03",640,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-03",1590,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-03",3460,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-03",960,
"Total filled jobs","Health care and social assistance","Otago","Mar-03",9210,
"Total filled jobs","Health care and social assistance","Total region","Mar-03",156530,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-03",23530,
"Total filled jobs","Health care and social assistance","Southland","Mar-03",3700,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-03",6900,
"Total filled jobs","Health care and social assistance","Wellington","Mar-03",18720,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-03",10110,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-03",4220,
"Total filled jobs","Health care and social assistance","Auckland","Mar-03",42190,
"Total filled jobs","Health care and social assistance","Waikato","Mar-03",13620,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-03",10630,
"Total filled jobs","Health care and social assistance","Northland","Mar-03",5870,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-03",1870,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-03",5960,
"Total filled jobs","Education and training","Total region","Mar-03",127390,
"Total filled jobs","Education and training","Southland","Mar-03",2350,
"Total filled jobs","Education and training","Canterbury","Mar-03",16490,
"Total filled jobs","Education and training","Otago","Mar-03",7680,
"Total filled jobs","Education and training","Wellington","Mar-03",15920,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-03",4010,
"Total filled jobs","Education and training","Auckland","Mar-03",39370,
"Total filled jobs","Education and training","Bay of Plenty","Mar-03",6910,
"Total filled jobs","Education and training","Hawke's Bay","Mar-03",4850,
"Total filled jobs","Education and training","Gisborne","Mar-03",1600,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-03",8960,
"Total filled jobs","Education and training","Taranaki","Mar-03",2910,
"Total filled jobs","Education and training","Waikato","Mar-03",12340,
"Total filled jobs","Education and training","Northland","Mar-03",3980,
"Total filled jobs","Public administration and safety","Total region","Mar-03",72990,
"Total filled jobs","Public administration and safety","Southland","Mar-03",1390,
"Total filled jobs","Public administration and safety","Canterbury","Mar-03",7800,
"Total filled jobs","Public administration and safety","Otago","Mar-03",2650,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-03",2190,
"Total filled jobs","Public administration and safety","Wellington","Mar-03",19140,
"Total filled jobs","Public administration and safety","Taranaki","Mar-03",1170,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-03",2160,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-03",6840,
"Total filled jobs","Public administration and safety","Gisborne","Mar-03",560,
"Total filled jobs","Public administration and safety","Waikato","Mar-03",4870,
"Total filled jobs","Public administration and safety","Auckland","Mar-03",19470,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-03",3170,
"Total filled jobs","Public administration and safety","Northland","Mar-03",1610,
"Total filled jobs","Administrative and support services","Southland","Mar-03",1110,
"Total filled jobs","Administrative and support services","Otago","Mar-03",3420,
"Total filled jobs","Administrative and support services","Canterbury","Mar-03",10610,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-02",1370,
"Total filled jobs","Arts and recreation services","Wellington","Mar-02",3730,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-02",490,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-02",190,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-02",670,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-02",1610,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-02",3660,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-02",970,
"Total filled jobs","Health care and social assistance","Otago","Mar-02",9370,
"Total filled jobs","Health care and social assistance","Total region","Mar-02",155340,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-02",23410,
"Total filled jobs","Health care and social assistance","Southland","Mar-02",3670,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-02",6840,
"Total filled jobs","Health care and social assistance","Wellington","Mar-02",18730,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-02",9820,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-02",4280,
"Total filled jobs","Health care and social assistance","Auckland","Mar-02",41950,
"Total filled jobs","Health care and social assistance","Waikato","Mar-02",13520,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-02",10250,
"Total filled jobs","Health care and social assistance","Northland","Mar-02",5800,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-02",1890,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-02",5810,
"Total filled jobs","Education and training","Total region","Mar-02",124570,
"Total filled jobs","Education and training","Southland","Mar-02",2390,
"Total filled jobs","Education and training","Canterbury","Mar-02",17180,
"Total filled jobs","Education and training","Otago","Mar-02",7550,
"Total filled jobs","Education and training","Wellington","Mar-02",15240,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-02",3920,
"Total filled jobs","Education and training","Auckland","Mar-02",36980,
"Total filled jobs","Education and training","Bay of Plenty","Mar-02",6860,
"Total filled jobs","Education and training","Hawke's Bay","Mar-02",4610,
"Total filled jobs","Education and training","Gisborne","Mar-02",1680,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-02",8820,
"Total filled jobs","Education and training","Taranaki","Mar-02",3130,
"Total filled jobs","Education and training","Waikato","Mar-02",12190,
"Total filled jobs","Education and training","Northland","Mar-02",4010,
"Total filled jobs","Public administration and safety","Total region","Mar-02",71820,
"Total filled jobs","Public administration and safety","Southland","Mar-02",1360,
"Total filled jobs","Public administration and safety","Canterbury","Mar-02",7750,
"Total filled jobs","Public administration and safety","Otago","Mar-02",2600,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-02",2130,
"Total filled jobs","Public administration and safety","Wellington","Mar-02",18860,
"Total filled jobs","Public administration and safety","Taranaki","Mar-02",1200,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-02",2130,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-02",6680,
"Total filled jobs","Public administration and safety","Gisborne","Mar-02",570,
"Total filled jobs","Public administration and safety","Waikato","Mar-02",4780,
"Total filled jobs","Public administration and safety","Auckland","Mar-02",19200,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-02",3090,
"Total filled jobs","Public administration and safety","Northland","Mar-02",1480,
"Total filled jobs","Administrative and support services","Southland","Mar-02",1040,
"Total filled jobs","Administrative and support services","Otago","Mar-02",3480,
"Total filled jobs","Administrative and support services","Canterbury","Mar-02",9730,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-01",1240,
"Total filled jobs","Arts and recreation services","Wellington","Mar-01",3450,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-01",470,
"Total filled jobs","Arts and recreation services","Gisborne","Mar-01",180,
"Total filled jobs","Arts and recreation services","Hawke's Bay","Mar-01",700,
"Total filled jobs","Arts and recreation services","Bay of Plenty","Mar-01",1470,
"Total filled jobs","Arts and recreation services","Canterbury","Mar-01",3350,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-01",880,
"Total filled jobs","Health care and social assistance","Otago","Mar-01",9020,
"Total filled jobs","Health care and social assistance","Total region","Mar-01",147250,
"Total filled jobs","Health care and social assistance","Canterbury","Mar-01",22520,
"Total filled jobs","Health care and social assistance","Southland","Mar-01",3610,
"Total filled jobs","Health care and social assistance","Tasman, Nelson, Marlborough, West Coast","Mar-01",6450,
"Total filled jobs","Health care and social assistance","Wellington","Mar-01",17600,
"Total filled jobs","Health care and social assistance","Manawatu-Wanganui","Mar-01",9510,
"Total filled jobs","Health care and social assistance","Taranaki","Mar-01",4040,
"Total filled jobs","Health care and social assistance","Auckland","Mar-01",39180,
"Total filled jobs","Health care and social assistance","Waikato","Mar-01",12940,
"Total filled jobs","Health care and social assistance","Bay of Plenty","Mar-01",9530,
"Total filled jobs","Health care and social assistance","Northland","Mar-01",5330,
"Total filled jobs","Health care and social assistance","Gisborne","Mar-01",1780,
"Total filled jobs","Health care and social assistance","Hawke's Bay","Mar-01",5740,
"Total filled jobs","Education and training","Total region","Mar-01",113980,
"Total filled jobs","Education and training","Southland","Mar-01",2370,
"Total filled jobs","Education and training","Canterbury","Mar-01",15000,
"Total filled jobs","Education and training","Otago","Mar-01",7380,
"Total filled jobs","Education and training","Wellington","Mar-01",13830,
"Total filled jobs","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-01",3530,
"Total filled jobs","Education and training","Auckland","Mar-01",32750,
"Total filled jobs","Education and training","Bay of Plenty","Mar-01",6340,
"Total filled jobs","Education and training","Hawke's Bay","Mar-01",4420,
"Total filled jobs","Education and training","Gisborne","Mar-01",1630,
"Total filled jobs","Education and training","Manawatu-Wanganui","Mar-01",8690,
"Total filled jobs","Education and training","Taranaki","Mar-01",2650,
"Total filled jobs","Education and training","Waikato","Mar-01",11590,
"Total filled jobs","Education and training","Northland","Mar-01",3800,
